,Unnamed: 0,title,time_since_posted,year,kilometers,trim,location,price,im_link
120,120,کوییک,13 ساعت پیش,1402,0,دنده ای,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3d34283a-9dd9-4de5-b475-d12a9bf1c5bc/CarImage10514624_638204381847458589_thumb_900_600.jpg?width=270
121,121,پراید,13 ساعت پیش,1390,250000,SX,تهران / سلیمانی,145000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8906097e-0051-4124-9853-7e845d8e017a/CarImage_638375447931988697_thumb_900_600.jpg?width=270
122,122,زوتی,13 ساعت پیش,1396,67000,1.6 لیتر دنده ای,لنجان / فولادشهر,520000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c1deb16f-4a73-4bfc-8ef7-0d35f11101dc/CarImage_638363361698109141_thumb_900_600.jpg?width=270
123,123,کوییک,13 ساعت پیش,1401,50000,دنده ای,سمنان,310000000.0,/images/default-images/default-car-white.svg
124,124,کیا,13 ساعت پیش,1397,69000,2.0 لیتر آپشنال,تهران / پاسداران,1470000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b73ff075-f53d-4cf1-8b3e-8b91906ed70b/CarImage_638371937360666430_thumb_900_600.jpeg?width=270
125,125,ساینا,13 ساعت پیش,1402,32000,دنده ای بنزینی,ری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/337ec496-acca-47ce-b9eb-9b08300f7488/CarImage_638375442189346834_thumb_900_600.png?width=270
126,126,کیا,13 ساعت پیش,1397,100000,2.0 لیتر آپشنال,شیراز / زرهی,1400000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3f452f3f-9d53-4e21-af1a-d9aeeea383be/CarImage_638375442141640933_thumb_900_600.jpeg?width=270
127,127,پراید,13 ساعت پیش,1397,42500,SE,تهران / فاطمی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7b3817c8-41a7-4965-b496-6f892f2ec086/CarImage_638375453485729210_thumb_900_600.jpeg?width=270
128,128,شاهین,13 ساعت پیش,1402,0,CVT,تهران / شهرک غرب، بلوار دادمان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/eda755d2-e014-40b5-a1a9-1a34e9f0596d/CarImage_638375439561967262_thumb_900_600.jpeg?width=270
129,129,کیا,13 ساعت پیش,1397,77000,2.0 لیتر آپشنال,اصفهان / خیابان شیخ بهایی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a610a3e0-0183-4de1-b77d-21bf68a9f889/CarImage_638323941535124010_thumb_900_600.jpeg?width=270
130,130,شاهین,13 ساعت پیش,1402,0,دنده ای,تهران / سعادت آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8abd563e-139a-48fb-8994-38716edc9d15/CarImage10478753_638187189437791338_thumb_900_600.jpg?width=270
131,131,شاهین,13 ساعت پیش,1402,0,دنده ای,تهران / شمس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4dcd8a0a-e54f-4981-be4a-1163e4caed1a/CarImage10582712_638244053776618747_thumb_900_600.jpg?width=270
132,132,چانگان,14 ساعت پیش,1398,28000,اتوماتیک,تهران / مرزداران,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5d27b115-6e0f-467d-bc27-ad859a1a42bf/CarImage_638306435158883847_thumb_900_600.jpg?width=270
133,133,ساینا,14 ساعت پیش,1399,57000,دنده ای,سمنان,270000000.0,/images/default-images/default-car-white.svg
134,134,شاهین,14 ساعت پیش,1402,0,دنده ای,تهران / شهر زیبا,590000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b3ac1aa2-2d38-46e3-8539-3e56589d1c47/CarImage_638375434477259684_thumb_900_600.jpg?width=270
135,135,شاهین,14 ساعت پیش,1402,0,دنده ای,کاشان,,/images/default-images/default-car-white.svg
136,136,ساینا,14 ساعت پیش,1402,0,دنده ای بنزینی,تهران / قیطریه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4ce6ab9b-56f8-453f-9929-5f73c86882d2/CarImage_638300296362921868_thumb_900_600.jpeg?width=270
137,137,تیبا,14 ساعت پیش,1400,63000,SX بنزینی,شهریار / اندیشه فاز 1,290000000.0,/images/default-images/default-car-white.svg
138,138,کوییک,14 ساعت پیش,1402,0,دنده ای,تهران / قیطریه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/027ba521-5e05-4a27-8eb9-7f33eca7b585/CarImage_638297191638307999_thumb_900_600.jpeg?width=270
139,139,کوییک,14 ساعت پیش,1402,17000,دنده ای,شهریار,323500000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8beec715-96e4-4994-aa8c-9bceea548cc3/CarImage_638375431295155825_thumb_900_600.jpg?width=270
140,140,چانگان,14 ساعت پیش,2023,0,تیپ 3,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/79293cf9-0422-42cd-b840-089b5ff2f572/CarImage_638353905951899488_thumb_900_600.jpeg?width=270
141,141,کوییک,14 ساعت پیش,1399,41300,دنده ای,کرج / عظیمیه,290000000.0,/images/default-images/default-car-white.svg
142,142,کیا,14 ساعت پیش,1395,60000,2.0 لیتر ساده,تهران / شریعتی  بالاتر از مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/eddcfd21-8b25-4120-8d6d-b50a43d298c4/CarImage_638374574288949264_thumb_900_600.jpeg?width=270
143,143,برلیانس,14 ساعت پیش,1395,90000,1.5 اتوماتیک,تهران / افسریه,520000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/219ce7d8-18f8-4e4a-b99f-e27b6cc4b486/CarImage_638375418882140774_thumb_900_600.jpeg?width=270
144,144,پراید,14 ساعت پیش,1397,91000,SE,رباط کریم / گلستان,230000000.0,/images/default-images/default-car-white.svg
145,145,برلیانس,14 ساعت پیش,1397,100000,1.65 اتوماتیک,کرج / آزادگان,690000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4121566a-6600-4ff7-b553-ddd7b36fa876/CarImage_638375417144324022_thumb_900_600.jpg?width=270
146,146,کوییک,14 ساعت پیش,1402,0,دنده ای,تهران / صادقیه,349000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/78b92150-8116-4618-8ac4-cb68348746d1/CarImage_638375415023254028_thumb_900_600.jpg?width=270
147,147,کوییک,14 ساعت پیش,1400,40000,دنده ای,تهران / استخر,300000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/929e9195-8f14-4d78-8103-b0586be944e4/CarImage_638375414316367015_thumb_900_600.jpg?width=270
148,148,شاهین,14 ساعت پیش,1402,0,دنده ای,تهران / آزادی,580000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a1e65cc7-a14c-4f72-aad1-7e2942475eb5/CarImage_638375414181736033_thumb_900_600.jpg?width=270
149,149,کوییک,14 ساعت پیش,1401,27000,دنده ای,تهران / پیروزی,320000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ff6025d9-d129-4786-8c6d-d1f558968a6c/CarImage_638375413187534141_thumb_900_600.jpg?width=270
150,150,شاهین,14 ساعت پیش,1402,0,دنده ای,تهران / خیابان توحید,,/images/default-images/default-car-white.svg
151,151,ساینا,14 ساعت پیش,1402,0,دنده ای بنزینی,تهران / خیابان توحید,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ce554b01-f599-4623-9ecc-0cf670952269/CarImage10499631_638196629207319505_thumb_900_600.jpg?width=270
152,152,کیا,14 ساعت پیش,1397,50000,2.0 لیتر آپشنال,تهران / تهرانپارس غربی,1490000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/195bf053-e4ae-4536-9d8d-851937abdc20/CarImage_638375407295913531_thumb_900_600.jpeg?width=270
153,153,کوییک,14 ساعت پیش,1402,0,دنده ای,تهران / شهران شمالی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e02bc7de-db2c-4641-959d-0009961b2912/CarImage_638375406373740493_thumb_900_600.jpeg?width=270
154,154,پراید,14 ساعت پیش,1398,42000,SE,ساری / لسانی,263000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/79f9a8af-9355-4d13-b25b-8982ed9d7c87/CarImage_638375406108340033_thumb_900_600.jpg?width=270
155,155,ساینا,14 ساعت پیش,1402,0,دنده ای گازسوز,تهران / صادقیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/362b5fa1-667f-46f4-b5a3-8ce67d7adb4c/CarImage_638375400876427658_thumb_900_600.jpg?width=270
156,156,کوییک,15 ساعت پیش,1402,0,دنده ای,تهران / آزادی,350000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0c621c69-6054-4b72-9acf-3f9d5b45ce2b/CarImage_638375397199207757_thumb_900_600.jpg?width=270
157,157,شاهین,15 ساعت پیش,1402,0,CVT,تهران / آزادی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8dd96daf-6237-4385-8e0f-c89e7f71d299/CarImage_638371994276583937_thumb_900_600.jpg?width=270
158,158,سیتروئن,15 ساعت پیش,1397,50000,اتوماتیک,تهران / مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ed952af0-ed7a-4736-be04-0341741eb995/CarImage_638289015956856488_thumb_900_600.jpg?width=270
159,159,شاهین,15 ساعت پیش,1402,0,دنده ای,تهران / آزادی,580000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ae24a1c0-7a2b-452b-a241-673bc36a42a0/CarImage_638375395204404932_thumb_900_600.jpg?width=270
160,160,شاهین,15 ساعت پیش,1402,0,دنده ای,اصفهان / خانه اصفهان,595000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f54aca26-3297-479b-b674-593bfe7840f6/CarImage_638371584070996875_thumb_900_600.jpg?width=270
161,161,چانگان,15 ساعت پیش,2023,0,تیپ 3,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/900a3e49-ef69-4a51-9bfa-9510ea2b6254/CarImage_638334906612443815_thumb_900_600.jpg?width=270
162,162,کوییک,15 ساعت پیش,1401,0,دنده ای,تهران / ازگل,318000000.0,/images/default-images/default-car-white.svg
163,163,کوییک,15 ساعت پیش,1402,0,دنده ای,تهران / آزادی,353000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/68aaaa0d-ef59-45a2-85d4-f3f0fe71bf1e/CarImage_638375393328612870_thumb_900_600.jpg?width=270
164,164,کوییک,15 ساعت پیش,1402,0,اتوماتیک,تهران / آزادی,445000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d3d97c6e-49c3-4e34-b82b-63b2fd98544c/CarImage_638375392822426775_thumb_900_600.jpg?width=270
165,165,چانگان,15 ساعت پیش,1397,160000,اتوماتیک,تهران / پونک,795000000.0,/images/default-images/default-car-white.svg
166,166,پراید,15 ساعت پیش,1402,0,SE,تهران / آزادی,272000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9bf9c597-1401-4152-b0e7-cb726fdeb7c1/CarImage_638375391603130820_thumb_900_600.jpg?width=270
167,167,کیا,15 ساعت پیش,1396,96000,2.0 لیتر آپشنال,تهران / کامرانیه جنوبی,1330000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/626c64ba-357f-4488-925f-fdf128b37082/CarImage_638360837816126438_thumb_900_600.jpg?width=270
168,168,پراید,15 ساعت پیش,1396,120000,SE,آمل,215000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7a7682a1-c10c-469a-a2d0-bfaeacf1e545/CarImage_638373139080286991_thumb_900_600.jpg?width=270
169,169,پراید,15 ساعت پیش,1398,40000,SE,تهران / مجیدیه,,/images/default-images/default-car-white.svg
170,170,ساینا,15 ساعت پیش,1402,0,دنده ای بنزینی,تهران / رسالت,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0235ffbb-7449-474f-88e2-c90f82fe437e/CarImage_638375385225052535_thumb_900_600.jpeg?width=270
171,171,پراید,15 ساعت پیش,1390,279000,SX,شهریار / شهر جدید اندیشه,165000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/35228e10-e119-4e85-a726-d70de1c24f79/CarImage_638375384802380269_thumb_900_600.jpg?width=270
172,172,کوییک,15 ساعت پیش,1402,0,دنده ای,تهران / صادقیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1f8ea28b-a28d-4b64-847f-da65e8bb26cc/CarImage_638375380185336628_thumb_900_600.jpg?width=270
173,173,کوییک,15 ساعت پیش,1402,0,دنده ای,تهران / شهید مطهری,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c2b76138-2d10-44d3-961c-09f881696103/CarImage10579791_638241700570877450_thumb_900_600.jpeg?width=270
174,174,کوییک,15 ساعت پیش,1402,0,دنده ای,تهران / صادقیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4bd79c8c-0f5d-4e1f-87f4-2ed7b8f65669/CarImage_638375379052911477_thumb_900_600.jpg?width=270
175,175,کوییک,15 ساعت پیش,1402,0,دنده ای,تهران / صادقیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fed5e117-c0d1-4241-a7c3-19e6929ccc91/CarImage_638375378542022895_thumb_900_600.jpg?width=270
176,176,پراید,15 ساعت پیش,1388,180000,دنده ای,اصفهان / خیابان هشت بهشت غربی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2f07e4cf-8cb3-429f-9076-59925eb08512/CarImage10609915_638257297867204718_thumb_900_600.jpeg?width=270
177,177,چانگان,15 ساعت پیش,2023,0,تیپ 3,اصفهان / خیابان هشت بهشت غربی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6ea6e262-b6d9-468d-a65f-7b3f5f09417e/CarImage_638360995070886390_thumb_900_600.jpeg?width=270
178,178,چانگان,15 ساعت پیش,2023,0,تیپ 3,اصفهان / خیابان هشت بهشت غربی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c82794f8-0cdd-4332-b80f-cc6bf9d15739/CarImage_638360996214892316_thumb_900_600.jpeg?width=270
179,179,کوییک,15 ساعت پیش,1402,0,دنده ای,اصفهان / دروازه شیراز,355000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a49887ad-3b4f-4bdd-a956-baf4d4855b2b/CarImage_638375369891473132_thumb_900_600.jpg?width=270
180,180,پراید,16 ساعت پیش,1385,237000,دنده ای,شهریار / فردوسیه,128000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/5eb61cab-7209-4b02-9751-0a0f1b627134/CarImage_638375849316471892_thumb_900_600.jpg?width=270
181,181,برلیانس,16 ساعت پیش,1400,0,1.65 دنده ای,اصفهان / دولت‌آباد,800000000.0,/images/default-images/default-car-white.svg
182,182,کیا,16 ساعت پیش,1396,78000,2.0 لیتر آپشنال,اردبیل,1270000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fe309a80-23d0-41b4-8726-338e62fdb8d7/CarImage_638371099299757636_thumb_900_600.jpg?width=270
183,183,شاهین,16 ساعت پیش,1402,0,CVT,قم / آزادگان,,/images/default-images/default-car-white.svg
184,184,سیتروئن,16 ساعت پیش,1386,0,2.0 لیتر SX,کرمانشاه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e055b5a0-77c2-4b2a-ac15-48d713fcbe4c/CarImage_638366840450941758_thumb_900_600.jpg?width=270
185,185,تیبا,16 ساعت پیش,1398,45000,EX,تهران / فردوسی,282000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b8f3f0f4-6c4d-4cf7-89ce-22cb879d592b/CarImage_638367722132787131_thumb_900_600.jpg?width=270
186,186,پراید,16 ساعت پیش,1397,77000,SE,تهران / سعادت‌آباد,225000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d75dc8ca-0fd4-416e-9faa-844bfc4eed40/CarImage_638357551596129431_thumb_900_600.jpg?width=270
187,187,پراید,16 ساعت پیش,1380,70000,دنده ای,تهران / آجودانیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/983b3365-f7d0-492e-a3d6-a23eaa9e0a5c/CarImage_638363494553346818_thumb_900_600.jpeg?width=270
188,188,پراید,16 ساعت پیش,1386,200000,دنده ای,کاشان,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/39e4eb5a-3b86-4055-837e-f227896e691d/CarImage_638362427227409492_thumb_900_600.jpeg?width=270
189,189,سیتروئن,16 ساعت پیش,1387,367000,2.0 لیتر SX,کرج / آزادگان,460000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2716dfa1-1dcc-4eaf-a51b-21b314c610f9/CarImage10607193_638256200344262634_thumb_900_600.jpg?width=270
190,190,پراید,16 ساعت پیش,1386,283000,ساده,تهران / باغ فیض,150000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/983e99f7-e673-44f3-b22a-695ca981c6de/CarImage10614678_638260947027224487_thumb_900_600.jpg?width=270
191,191,پراید,16 ساعت پیش,1396,990000,SE,خدابنده / قیدار,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cc031e2f-3db4-4cf0-a055-8467a8847d54/CarImage_638270889827455376_thumb_900_600.jpg?width=270
192,192,پراید,16 ساعت پیش,1392,138000,EX,اصفهان / شیخ صدوق,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/210d8239-74ed-428d-b92a-b87d566abd90/CarImage10572282_638238214162463288_thumb_900_600.jpg?width=270
193,193,کوییک,16 ساعت پیش,1401,28000,اتوماتیک,کرج / جهان‌شهر,399000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3e9e24cd-8333-4c87-b305-2926ffd15d1f/CarImage10578276_638240920817744882_thumb_900_600.jpg?width=270
194,194,تیبا,16 ساعت پیش,1401,0,SX بنزینی,تهران / منیریه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b716df1e-da71-4de1-9118-cc9b47ccf688/CarImage10542321_638244434290184017_thumb_900_600.jpeg?width=270
195,195,سیتروئن,16 ساعت پیش,1386,130000,2.0 لیتر SX,لاهیجان / لاهیجان,500000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/050894c9-40c7-4a01-b191-233810132261/CarImage_638320266233122951_thumb_900_600.jpg?width=270
196,196,شاهین,16 ساعت پیش,1402,0,دنده ای,تهران / آرژانتین,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/efabbf90-1a41-4017-90f2-62e8f302bb37/CarImage_638323671946625693_thumb_900_600.jpg?width=270
197,197,پراید,16 ساعت پیش,1394,250000,SE,رباط کریم,170000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6815d992-67f9-4528-a403-76a552fe943a/CarImage_638318564393388859_thumb_900_600.jpg?width=270
198,198,پراید,16 ساعت پیش,1385,275000,دنده ای,کرج / مهرشهر - فاز 2,,/images/default-images/default-car-white.svg
199,199,پراید,16 ساعت پیش,1382,326000,دنده ای,ملارد,115000000.0,/images/default-images/default-car-white.svg
200,200,کیا,16 ساعت پیش,1389,154000,دنده ای,تهران / قیطریه,315000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6db020c0-1ce8-4dce-8d48-150b48ed26f6/CarImage_638309783020225748_thumb_900_600.jpg?width=270
201,201,تیبا,16 ساعت پیش,1395,220000,EX,هشتگرد,240000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/194970be-3aef-4a0f-9da8-fb3fc7976864/CarImage_638329243787002097_thumb_900_600.jpg?width=270
